,Review,Rating
959,Bagus manis dan berasa bngt durian aslinya. Tq,5
960,udh pesen kedua kali. tapi yang ini kurang full isinya:( tapi gpp. lain kali diisi lebih full ya ka,4
961,enakkkkkks syekali. Makasi seller. Makasi jga abang kurir,5
962,"Mantap,,, enak saladnya. Tq",5
963,Mkshhh kak semoga lancar manfaat barokah selaluuuuuu aamiin...,5
964,Alhamdulillah udah sampe selamat paketnya... Mkshhh bnyk ya kak utk bonusan nya Masya Allah semoga Allah berikan usahanya lancarrrr barokah selaluuuuuu aamiin 🤲🏻,5
965,"Ini pesanan kesekian kali looh...soal rasa jgn tanya...pokoknya mantul 👌👍👍
Makasi seller yg ramah...kapan2 insya Allah order lagi...🙏😍😍",5
966,Always the best... Alhamdulillah mkshhh selaluuuuuu kak.. barakallah...,5
967,"memang asam buahnya dan untuk ukuran besar ini jujur dimakan setengah ka krna asam anak jg ga suka biasanya suka...
makasih ya ka udh tanggung jawab ganti yg baru..
semoga berkah ..
saya rubah review nya",5
968,Mkshhh yaaaa kak udh sampe paketnya memuaskan,5
969,Mkshhh yaaaa kak packing nya aman.....,5
970,pembelian ke-4,5
971,Packingan rapi,5
972,"Pembelian yg kedua, tetap puas. Pengepakan rapi, pakai bublewarp dan ada stiker fragile. Barangnya khasiatnya bagus dan kadarluarsanya masih lama. Penjualnya baik dan fast respon. Makasih, gan 🙏🙏😍💕",5
973,"Mantap, barangnya asli. Khasiatnya bagus, langsung terasa. Pengepakannya rapi, ditulis fragille dan dipakaikan bubblewarp, kadarluarsanya masih lama. Penjualnya baik dan fast respon. Makasih ya, next pasti order lg 🙏🙏😍💕",5
974,,5
975,sesuai dengan pesanan.. cepet nyampe.. packing rapi.. + ditambahin bublewrap.. dan tentunya lebih murah dari yg lain. recomended.,5
976,"sesuai ekspektasi 🤗🤗

semoga jd lebih sehat 😊😊😊😊",5
977,"pengiriman cepat,packingnya aman & rapi,produk dikemas sangat baik. makasih seller...",5
978,"harga bagus, barang bagus. pengiriman cepat",5
979,packing aman..murah.. cepat,5
980,"Alhamdulillah setelah dicoba, barang dalam keadaan bagus dan sesuai dengan detail yang tertera pada deskripsi produk. Respon penjualnya juga baik. Pengiriman sangat cepat. Overall puas dengan pelayanannya. Jika penjual muslim, semoga Allah berkahi usahanya :)",5
981,Penyelamat rasa mual muntah ku,5
982,"rasa terlalu kuat, heran dengan rasanya..
maaf tapi ini jauh dari ekspektasi",4
983,fast respon. good seller. good product,5
984,pengiriman cepat.. produk ok,5
985,"busyet dah asiin bangat...
Rasnya ngangenin dan bikin hauss...
cocok buat makanan pembuka yang punya warung makan",5
986,Enakkkkk Coyyyyyyy .,5
987,Enak.....,5
988,enak euy,5
989,ini fav sih. snack dr kecil,4
990,ada rasa asinnya...,3
991,"Respon seller baik dan cepat, Produk sesuai foto dan deskripsi, terimakasih.. Sukses selalu",5
992,"kok agak pait ya, kyk udah gk segar. pdhl kondisi sampai rmh masih dingin. apa sdh kelamaan",4
993,Enak,5
994,Enak durian cupnya..bener2 dr durian medan..thx ya gan..sukses selalu,5
995,Enak........ respon cepat.,5
996,"Pengiriman cepat, rasa duriannya juga enak, manis. Respon seller juga cepat. Recomended dech",5
997,"Kirain dr foto ukurannya besar, ternyata...hehe. Tp rasanya boleh laahhh...puas",4
998,Respon cepat rasa OK banget Real durian asli ...next pasti order lagi,5
999,"Isi kurang penuh,,tapi rasa ok.",4
1000,Semua barang selalu sesuai gambar dan deskripsi 👍,5
1001,"Barang diproses dan dikirim sangat cepat, kemasan baik dan rapi👍Terima kasih Sayurbox🙏",5
1002,"sayur dan semua disini fresh, layanannya lumayan cepat",5
1003,Produk cepat sampai dan memuaskan..thanks banget seller..,5
1004,👍👍👍👍👍👍,5
1005,Ok,5
1006,"Sepertinya lupa dimasukkan ke dalam packing jadi tidak terkirim bersama pesanan yg lain. Tapi karena proses komplain mudah dan pelayanan oke jadi gapapa, sudah berhasil refund",4
1007,"Nanasnya gak dikirim, ga diinfoin juga cara refund di tokped, tau2 pesanan udh selesai otomatis :(",1
1008,segarrrr 🍍❤,5
1009,"Nanasnya manis banget,cuttingnya juga rapi, suka banget & puas banget ^^",5
1010,pengiriman cepat. barang oke,5
1011,mantap,5
1012,Bersih tanpa biji👍,5
1013,"Pesanan diproses cepat, pengiriman juga oke, cepat sampai, sesuai deskripsi dan langsung santap.",5
1014,rasa kangen,5
1015,pokoknya PUAS ☺👍,5
1016,"Respon nya cepat sehingga barangnya cepat sampe juga, tq ya",5
1017,"baru nyobain,",5
1018,Proses pengiriman yg cepat dan sesuai dgn deskripsi.,5
1019,Enak 👍,5
1020,Rasanya enak dengan tambahan kacang tanah goreng dan sambal ekstra. dikemas dengan baik. dikirim express. tiba-tiba aja paket sudah sampai. Terimakasih banyak seller 🙏🏻👌🏻😁,5
1021,mantap 👍👍,5
1022,cepat . rasanya cocok dilidah,5
1023,sesuai pesanan Respon seller dan pengiriman cepat terimakasih,5
1024,maknyusss,5
1025,cabenya ngga ada mgk ketinggalan...shg yg makan saya sendiri...mereka ngga ada cabenya ngga mau makan.....bagaimana. ngga puasa kalau saya harus habisin 5 porsi.....makasih ya,5
1026,mantap dan fresh,5
1027,"enak hanya porsinya mini, hehe",5
1028,Mantap dan fresh buahnya,5
1029,respon penjual dan pengirimannya cepat,5
1030,Dah ga kehitung brp kali repeat order.. 😂😂😂😂,5
1031,Enaaaakkkk bingitzzzzz,5
1032,Entah sudah brp puluh kali beli ini.. 😂 sudah jd member alias pelanggan tetap,5
1033,"Enak,buahnya fresh, rasanya seger, packingan bersih dan aman bgt, pengiriman cepat, seller ramah, makasih banyak",5
1034,"Mohon maaf kelupaan difoto, saking enaknya udah abis duluan baru inget mau difoto buat review. Asinan kuah putih ini beda dari yang lain sih enakk banget",5
1035,Selalu mantap! Asli bikin merem melek 😃,5
1036,pengiriman sangat cepat.. tks.. untuk rasa mah ga usah d raguin..ajib.. n tks seperti biasa semuany fresh..tks,5
1037,"Enak, segeer!!",5
1038,Asinan nya enak bgt...👍👍pengiriman sangat cepat,5
1039,"Pengiriman cepat, asinannya enak.. Thx",5
1040,"Pas, sesuai selera 👍😍",5
1041,re order yg kesekian kalinya. Maaf gak sempet di foto.. buru2 dimasukin kulkas... takut khilaf lagi puasa... 😋,5
1042,"Seger and fres bngt ,, makasihhhhh",5
1043,ok.tuanks seller,5
1044,mantap 👍,5
1045,selalu puas deh sampe gak sempet masuk kulkas... langsung dimakan... 🤭,5
1046,agak kecewa note tidak sesuai 😭,3
1047,biarkan tangan yg bicara....😊 Mantul rasa saladnya😍,5
1048,"udah berkali kli bli disini enak dan memuaskan ,jadi langganan",5
1049,,5
1050,👍,5
1051,Enak 👍,5
1052,Barang dikemas secara rapi,5
1053,"Oke banget. Selalu dan selalu beli asinan di sini lagi. Sampe gojek nya bingung, kenapa beli asinan jauh banget.. karena enak dan rasanya pas banget 👍👍",5
1054,segeer banget dan sedeep,5
1055,"Sudah beli untuk kesekian kalinya, Tetap Suka dengan rasanya 👍",5
1056,Seger dimakan siang2 cm mangganya adem bgt. Makasih,5
1057,Mantab..... 👍. Terima kasih,5
1058,Bintang berbicara... 👍,5
1059,Biarlah Bintang yg Bicara ya...Terima kasih.,5
1060,"pas mantab, makasih yah",5
1061,Maaf ya saya kurang cocok dg rasa saus dan buah nya juga tidak fresh. Berair.,3
1062,SUKAKKK ! Sellernya juga helpful bgt ! Repeat order soon 😁,5
1063,Belom dicoba semoga enak...,5
1064,alhamdulillah..mksh,5
1065,Terima kasih............,5
1066,"buah segar, rasanya enak,, seller respon bagus, recomended",5
1067,Terima kasih............,5
1068,"Gak diragukan, udah pembelian yg kesekian kali pokokya. sehat dan Sukses terus y sis....",5
1069,"Udah langganan 6x pesen disini baik via toped maupun WA, rasanya selalu premium dan enak, keep up the good quality sis",5
1070,Exp 12/22,5
1071,thx u kak seller diterima dgn bae thx u,5
1072,transaksi berkali2 selalu puas,5
1073,"Sesuai dengan pesanan, terimakasih.",5
1074,,5
1075,,5
1076,Barang diterima dengan baik. Packing aman. Terima kasih,5
1077,,5
1078,Kesukaan sy. Pengiriman cepat dan packing nya rapi. Trimakasih ya,5
1079,sesuai pesanan barang tidak kurang,4
1080,Mantap 👍,5
1081,Garing mnggany enak..bkl psn lagi pasti,5
1082,"enak, seger bgt mangganya, asem renyah, pas buat ngidam👍🏻👍🏻",5
1083,enak sampai repeat order terus,5
1084,"Enak banget, krenyes2 buahnya super segar. Lain kali mesti beli lagi",5
1085,Repeat order buah mangga tetap bagus sekali sesuai dengan pesanan saya yang pertama dan packing juga sangat rapi dan diikat erat. Terima kasih 🙏,5
1086,enak banget,5
1087,Termina kasih buah sudah sampai 🙏 packing sangat bagus sekali dan buahnya juga bagus 🙏,5
1088,Enak bgt pesanan yg ke sekian kali,5
1089,ini enak banget dong....terasinya sukak! langsung repeat order buat stock!,5
1090,"baraang ny bagus, pengirimannya cepeett bangeett, jooss tokonya, ada bonuus nya Lagi",5
1091,mantap,5
1092,recomended seller,5
1093,"pelapak fast respon
packing rapi
barang mendarat dengan aman
mantab pokoknya",5
1094,mantap... barangnya bagus dan saya rekomendasikan disini saja,5
1095,"barangnya mantap, ada lebih-lebihnya.... recomended",5
1096,barang mantap dan berkualitas. sukses terus pokoknya,5
1097,Recomended... mantap,5
1098,barangnya oke,5
1099,recomended seller ini,5
1100,"barang berkualitas, respon seller cepat",5
1101,Enak. Apalagi pas dapet harga diskon banyak. Sering-sering promo yaa.. 🙏,5
1102,Bsrang Sesuai pesanan,5
1103,Brg ok enak thanks,5
1104,"penjual ramah, packing nya aman keluar kota",5
1105,"Camilan sehat favoritku banget, sudah 2x pesen",5
1106,mantab beli beberapa kali belum pernah mengecewakan,5
1107,Its ok,4
1108,"Pengiriman cepat, enakkkk, saya suka.",5
1109,"Enak, segar",5
1110,rasa nya wangi tetapi tidak manis.tidak sesuai iklan,1
1111,Mantabbbb. Packing sangat bagus,5
1112,"rasa oke , hanya biji duren ada yg di dalem plastik ...",5
1113,Uenakkk.... bakal langgan nih...,5
1114,"Barang bagus, Packing rapih, pengiriman cepat recommended seller",5
1115,Rasanya manis mantul mksh,5
1116,"Joss udh sampe pesen ga sampe 1 jam, semoga joss jg rasanya",5
1117,"Ga kecewa dgn duriannya, duriannya manis2 semua. thx ya",5
1118,Rasanya mantap manisnya,5
1119,Mantap,5
1120,Mantappp,5
1121,Enak,5
1122,Selalu suka bollen Kartika. Enak.,5
1123,Kerenn👏👏 . Akhirnya bisa menikmati bolen keju yang besar. Kemasan sangat baik dan pak kurir juga sopan.👍,5
1124,"Semua sesuai, baik waktu pengiriman maupun item yg diorder",5
1125,Barang sampai besoknya expired,1
1126,"uda pesen hr sabtu, tp pengiriman cuma ampe jam 11. senin dikirim pun sore, sampai ke tujuan seLasa siang.",3
1127,"Makanan kesukaan sejak kecil. Sudah 2x beli lewat toped, packing rapi & aman.",5
1128,Gede puas,5
1129,"masih sama seperti dulu waktu sy kecil.... enak... tgl 8 /2 pesan, 9/2 bayar, 10/2 siang udah sampe... mantep dah... cm dus agak penyok tp rasa enak.... mksh kartika sari",5
1130,pembelian ke-4,5
1131,Packingan rapi,5
1132,"Pembelian yg kedua, tetap puas. Pengepakan rapi, pakai bublewarp dan ada stiker fragile. Barangnya khasiatnya bagus dan kadarluarsanya masih lama. Penjualnya baik dan fast respon. Makasih, gan 🙏🙏😍💕",5
1133,"Mantap, barangnya asli. Khasiatnya bagus, langsung terasa. Pengepakannya rapi, ditulis fragille dan dipakaikan bubblewarp, kadarluarsanya masih lama. Penjualnya baik dan fast respon. Makasih ya, next pasti order lg 🙏🙏😍💕",5
1134,,5
1135,sesuai dengan pesanan.. cepet nyampe.. packing rapi.. + ditambahin bublewrap.. dan tentunya lebih murah dari yg lain. recomended.,5
1136,"sesuai ekspektasi 🤗🤗

semoga jd lebih sehat 😊😊😊😊",5
1137,"pengiriman cepat,packingnya aman & rapi,produk dikemas sangat baik. makasih seller...",5
1138,"harga bagus, barang bagus. pengiriman cepat",5
1139,packing aman..murah.. cepat,5
1140,pengiriman cepat dan pia enakk,5
1141,Seller sangat responsive 👍🏻👍🏻,5
1142,suka banget sama pia ini. ketagihan terus,5
1143,"seller gercep ,enak pia nya Uda sering beli , sukses
terus",5
1144,,5
1145,,5
1146,,5
1147,,5
1148,,5
1149,,5
1150,,5
1151,uenak,5
1152,barang sesuai dengan keinginan tks,5
1153,mantap sesuai,5
1154,mantap,5
1155,"Good Product,Good Seller 👍 Thankyouu 🙏",5
1156,"Good Seller, Good Product 👍🙏",5
1157,Good Product Good Seller 👍 Thankyouu kak🙏,5
1158,"Good Seller 👍, Pesanan sesuai, produk ok, pengiriman cepat, Terima kasih Seller, Sukses selalu🙏",5
1159,Mantaap baik respon seller maupun produk ok👍🙏,5
1160,"Enak ngga manis, puas belanja disini. On time sesuai deskripsi 2 hari dan tiba jam 11 siang hehe fresh. Masukkan untuk topping kacang mgkin bsa dihancurkannya lebih seragam/ homogen krna ada piece yg trnyta besar dan keras. :)",5
1161,bolu nya enak dan mantapp😘😘,5
1162,selalu puas...udah langganan..,5
1163,wow yum yum enak,5
1164,"Enakkk! ngga terlalu manis, bolu nya lembut. 😋👍",5
1165,"selalu puas pesan disini, rasa enak dan pengiriman sesuai",5
1166,"Packing nya rapi, pas dibuka wangi nya enak.. bsk2 beli disini lagi.. terima kasih..👍",5
1167,"baru pernah pesen kue serapih ini packagingnya. bener2 bagus. katanya PO 2 hr tp besoknya udh sampai.
rasanya enak, lembut tp mantap. kacangnya jg garing. TOP bangettsss",5
1168,"packaging aman, produk sesuai ekspektasi. semoga sukses",5
1169,Bolu jadul enak dan dikemas rapi. Sekedar saran bag nya jgn plastik kali yaa spy tdk menambah sampah plastik hehe...,5
1170,Pengiriman cepat dan penjual kooperatif,5
1171,"Puasa bangettt, buat ngasih hampers ke org lain cocok banget",5
1172,Ternyata sampenya cepat sekaliiii! Padahal katanya PO :”) terimakasih banyaaak min💚,5
1173,"Rasa cokelatnya luar biasa sekali, kalo ga inget berat badan bisa2 diabisin sendiri 😅. Untuk pelayanan lebih dari ekspetasi, dipikir ga akan dikirim hari ini, ternyata langsung dikirim hari ini juga. Mantab!!",5
1174,enak bangeeet. coklatnya kerasa bbget. Aku tdi mkan ditroh di kulkas dlu jdi enyoyy. Bakalan repurchase si ini. makasih seller,5
1175,"sumpah padahal tulisannya PO, tapi pas pesen malemnya udah dikirim dan pagi ini udah sampeeee😭❤️ pelayanannya juga ramah bangettt! fix kalo beli hampers lagi bakal disinii! the best!",5
1176,"Pelayanan cepat, paketnya sampai ke tujuan dgn aman. Mantaap. Sukses buat sellernya",5
1177,"mantab, pas banget buat jadi hampers lebaran. thank you",5
1178,proses cepat,5
1179,"Seller ramah dan informatif sekali, fast response juga...Packaging sangat cantik karna untuk hampers lebaran...proses pesanan juga cepat, H-1 pesan dan besokannya sudah diantar, sudah rapi dan cantik pacakgingnya...siap dibagikan hampersnya..overall sangat puas..",5
1180,"enak, admin good response",5
1181,Alhamdulillah kuenya enak. Sesuai pesanan. Terima kasih,5
1182,"admin walaupun agak lama respon (mgkn krn orderan banyak) tapi begitu dinotice prosesnya cepet jadi alhamdulillah bisa diterima sesuai waktu yg diharapkan.
rasa kue ijonya sih jelas juara bangeett ❤",5
1183,pesananku cepet sampe.. pagi pesen siang udh sampe.. free greeting card.. luvvv.. makasi,5
1184,Paraaah enak banget,5
1185,Suka bgt sampai order buat paket hampers ke teman2,5
1186,enakkkkk !!!!,5
1187,"Respon seller cepat, packing baik dan sesuai pesanan",5
1188,"Kirimnya cepet banget, packing okeee. Rasa sungguh endul. Nggak malu2in buat kasih2 ke tetangga 👏🏻👏🏻👏🏻",5
1189,beneran kue basah yg seger...tks kaaaa...sukses selalu,5
1190,Terenak,5
1191,kulit choipannya banyak yg hancur karena dan lengket satu sama lainnya,2
1192,Enak rasanya.. apa lagi sambelnya.. ngeklop bgt rasanya tp mgkn pas ambil harus ati2 krn kulitnya tipis.. overall ok smua..,5
1193,"Choi pan langganan sudah beli ber kali2. Memuaskan, enak, puas. 🙏👍",5
1194,mantab.sudah langganan,5
1195,Ehm choipan nya ya rasa choipan pada umum nya..biasa aja..terus dapat sambal nya sedikit padahal beli nya 40 biji..,3
1196,selalu enak,5
1197,Choipannya Enak! nyesel ordernya..kurang banyak. Pengirimannya juga cepat,5
1198,Enakkkk cpt kirimannya thx,5
1199,kualitas cukup baik dengan harga terjangkau,4
1200,recomended,5
1201,tanpa hancurr..manntaabbb,5
1202,"Sebenernya paling takut kalo order makanan apalagi dr luar kota karena pengalaman bbrp kali pas sampe makanannya ancur atau lbh parah basi, tapi ini enggak sama sekali. Packingnya juga bagus banget dan aman banget. Pasti bakalan order disini lagi",5
1203,"barang kondisi bagus, rasanya enak, seller fast respon, packing rapi dan aman. rekomen.",5
1204,"barang kondisi bagus, enak, seller fast respon, packing rapi dan aman. rekomen.",5
1205,Sdh berkali-kali beli disini 👍,5
1206,Good,5
1207,"Lebaran ini beli 25 paket Prima Rasa dari sweetwhite.
Penjual ok, respons cepet.
Tipsnya kalo pesen maksimum 4 brownies or molen yg ditumpuk biar gak rusak.
Karena kalo 5 yg plg bawah rusak.

Thank you sweetwhite!",5
1208,"Lebaran ini beli 25 paket Prima Rasa dari sweetwhite.
Penjual ok, respons cepet.
Tipsnya kalo pesen maksimum 4 brownies or molen yg ditumpuk biar gak rusak.
Karena kalo 5 yg plg bawah rusak.

Thank you sweetwhite!",5
1209,"Lebaran ini beli 25 paket Prima Rasa dari sweetwhite.
Penjual ok, respons cepet.
Tipsnya kalo pesen maksimum 4 brownies or molen yg ditumpuk biar gak rusak.
Karena kalo 5 yg plg bawah rusak.

Thank you sweetwhite!",5
1210,Ini ENAK BANGET!,5
1211,Not really for me hehe. Buat aku sangat sangat kemanisan. Tapi teksturnya ok.,3
1212,gk pernah kecewa beli disini!,5
1213,"Baru pertama kali order, karena blm buka puasa jd blm bisa nyobain... tapi itu harumnya menggoda bangettttt😍",5
1214,Admin ramah banget dan fast response. Browniesnya two thumbs up! Coklatnya berasa banget dan gak kemanisan🤎🤎,5
1215,"adminnya fast respon bgt, ada yg ga ada lgsg konfirmasi 😁😁",5
1216,"enak2 semua, manisnya pas. terutama yg varian greentea nya grenteacheese nya tebal dan coklatnya enak",5
1217,"Enak banget, cokelat nya meleleh, nagih sih inii, bahayaa",5
1218,Ok,5
1219,Enak banget dan pengiriman super cepat. Sudah 2x belanja di sini 🧡❤️😘,5
1220,Pengiriman cepat dan penjual kooperatif,5
1221,"Puasa bangettt, buat ngasih hampers ke org lain cocok banget",5
1222,Ternyata sampenya cepat sekaliiii! Padahal katanya PO :”) terimakasih banyaaak min💚,5
1223,"Rasa cokelatnya luar biasa sekali, kalo ga inget berat badan bisa2 diabisin sendiri 😅. Untuk pelayanan lebih dari ekspetasi, dipikir ga akan dikirim hari ini, ternyata langsung dikirim hari ini juga. Mantab!!",5
1224,enak bangeeet. coklatnya kerasa bbget. Aku tdi mkan ditroh di kulkas dlu jdi enyoyy. Bakalan repurchase si ini. makasih seller,5
1225,"sumpah padahal tulisannya PO, tapi pas pesen malemnya udah dikirim dan pagi ini udah sampeeee😭❤️ pelayanannya juga ramah bangettt! fix kalo beli hampers lagi bakal disinii! the best!",5
1226,"Pelayanan cepat, paketnya sampai ke tujuan dgn aman. Mantaap. Sukses buat sellernya",5
1227,"mantab, pas banget buat jadi hampers lebaran. thank you",5
1228,proses cepat,5
1229,"Seller ramah dan informatif sekali, fast response juga...Packaging sangat cantik karna untuk hampers lebaran...proses pesanan juga cepat, H-1 pesan dan besokannya sudah diantar, sudah rapi dan cantik pacakgingnya...siap dibagikan hampersnya..overall sangat puas..",5
1230,"original, exp masih jauh, fresh. makasih ya",5
1231,dikirim tepat waktu,5
1232,mantap,5
1233,respon bagus,5
1234,"responnya sm pengirimannya cpt banget,kuenya jg enak.",5
1235,"kuenya enak,lembut dan gak terlalu manis",5
1236,pesen semalem bsk siang sampe,5
1237,"Paket telah sampai, packing oke, kurir oke, produk oke, semoga kue bolu talasnya berkah.",5
1238,pengiriman cepat dan layanan ramah,5
1239,mantap fast response penjualnya dan pengiriman cepat. rasanya juga enak 👍,5
1240,pengiriman cepat,5
1241,mantapp lezatnya,5
1242,wajib beli lagi 💖,5
1243,"pengiriman super cepet dan seller ramah, beli beberapa kloter ❤❤",5
1244,terenak,5
1245,Terimakasih kak,5
1246,"respon cepat,pesanan sesuai request,pengiriman pake sameday aman sekali..thank you",5
1247,Beli keberapa kali.. Syukaa,5
1248,Nagih. Enak banget selalu,5
1249,enaaakkkkk🥰🥰,5
1250,"Good, thx seller!",5
1251,Ok... rasa tdk mengecewakan,5
1252,enak,5
1253,rasanya enak mantap. ga usah jauh2 ke surabaya untuk beli. ceapt banget sampainya. makasih yaaa,5
1254,gak pernah nyesel beli disini. kualitas kue terjamin dan respin seller cepat.,5
1255,"Alhamdulillah, kue sdh smp dan diterimadgn baik, cm blm dibuka, krn utk lbrn nanti. sy order sdh yg ke 3 ,× jd sy sdh tau rasanya, enak bngt, manusnya pas, gak bikin enak. smg sll sukses dgn ushnya yaa, Aamiin..",5
1256,pesan siang sore sudah sampai .. adminnya ramah .. sudah langganan di livana kalo ke surabaya selalu beli livana .. ada outlet di jakarta lebih memudahkan buat beli .. rasa sudah tidak perlu diragukan lagi .. semuanya enakk ..,5
1257,enak dan nikmat.. pengiriman dan packaging bagus dan cepat,5
1258,"Packingnya rapi banget.,,,keren dah pokoknya untuk kuenya enak..,,g was2 kuenya penyok atau kenapa2.,,,di jamin sampe dengan selamat kuenya.,,,happy shopping..,,",5
1259,Kue nya Istimevvah 👍👍👍,5
1260,walaupun respon sedikit slow tapi sekali di notice prosesnya cepet banget. admin juga sangat membantu. alhamdulillah sesuai estimasi waktu. kalau rasa nggak usah dibahas jelas daeebaakk... juaraaa ❤,5
1261,"ahhh sukaaa..
packagingnya menggemaskan. pengiriman juga cepat. gak malu2in kalau buat kirim2 hampers 🤗",5
1262,Enak banget langs ludes 😄,5
1263,"Super cepat pengirimannya, thanks",5
1264,enakkkkk bgt,5
1265,cepat respon dn oke bingit kue nya..👍👍👍,5
1266,kuenya yummy 👍🏻 pelayanan sangat baik..super cepat ..thank you 🙏,5
1267,😍👍🏼,5
1268,"Enakkk, langsung ludes, padahal makan berdua.",5
1269,enak bangeeet ongol-ongolnya kenyal pas,5
1270,"seller fast respon, gemblongnya empuk dan enak 👍",5
1271,"Overall Enak. Gulanya kering dan tahan lama keringnya, tp agak kegosongan jadi ada rasa paitnya. Ketannya udah oke banget. Gacor",5
1272,"Terima kasih. Selalu puas. Enak, cepat dan aman.",5
1273,,5
1274,parah udah repeat order ke 2 dan pesen lebih banyak. ternyata enak banget ini,5
1275,Terima kasih. Enak sekali. Semua suka 🙏🏻😊,5
1276,enak banget banget. lembut dan manisnya pas.,5
1277,"enak dan bener kata penjualnya, sebaiknya atau paling enak kalo lsg dimakan hari itu",5
1278,Layanan cepat mkn enak,5
1279,"Ketannya legit, gula merahnya berasa banget selalu jadi rebutan keluarga l!",5
1280,"browniesnya eunak gak terlalu manis, packing rapi n ok",5
1281,Barang sesuai terima kasih,5
1282,"Pengiriman cepat, pengemasan aman dan exp cukup lama. Thx",5
1283,endul,5
1284,brownisnya enaaakkkk.....,5
1285,Kue enak dan delivery cepat,5
1286,Browniesnya sampai dengan selamat. Packingnya yang dibungkus satu-satu bikin lebih aman. Ya kalau rasa browniesnya Prima Rasa mah jelas enak lah 🙈,5
1287,ya primarasa seng ada lawanlah enak,5
1288,"Barang di terima dengan kondisi agak sedikit hancur ujungnya, sepertinya terguncang2 dalam pengiriman. rasa browniesnya enak. pengiriman cepat",4
1289,Uenak,5
1290,mantab,5
1291,mantab,5
1292,"barang sesuai deskripsi
enakk dan lezat

semoga makin sukses dan untung y bos👍🏻",5
1293,"kemasan rapi, aman sampai tujuan.",5
1294,"Expire nya terlalu pendek jangka waktunya, cuma 4 hari stlh brg ditrima",3
1295,"yg mix, akutuh bingung kok Kardusnya Brownis Keju yaa.. tp buat kardus pengirimannya lumayan berani juga yaa dikirim bgitu.",3
1296,tks tks tks....,5
1297,👌,5
1298,siiip and top,5
1299,enakk,5
1300,mantap,5
1301,"rasanya enak, harganya murah!",5
1302,Baik,5
1303,"Pesen isi 10 dikirim isi 5, chat slowwwwww response, WA pun sama",5
1304,enak,5
1305,Bakpianya bagus enak....Pengirimaan tepat waktu Recommended Seller,5
1306,mantap jogja bekasi cpet bgt nyampenya... exp msh 4hr lg lgsg msukin kulkas,5
1307,"Pengiriman cepat.. Packing aman, sukses buat toko nya yaa..",5
1308,,5
1309,"Recommended Seller.....Tepat waktu pengiriman, komunikatif seller dan packaging bagus",5
1310,cepet bgt ngirimnya..mantap..😊👍🏻,5
1311,"wueeenakkk tenannnnn
untuk pengiriman, mulusss banget. ga ada kendala ap2. seller langsung DM update foto baik produk, maupun babang gojek. Kangen sama bandung, order dr cabang aja ❤️❤️",5
1312,"Bolen dikemas dengan bubble wrap dan plastik, selles mengkomunikasikan pengiriman pesanan dengan baik, expired date di 9 Mei 2021",5
1313,"sdh tau bolen ini pasti enaaak, mksh ...sdh cepat krmnya ....",5
1314,enak bangetttttttt fresh,5
1315,seller fast respons dan komunikatif sekali,5
1316,yg 2 rasanya habis. gak apa2 yg coklat juga mantap,5
1317,,5
1318,"Gerak cepat, pesan ga sampe 30 menit sudah dijemput kurir, recommended services 5*",5
1319,"pengiriman cepat sameday, respon penjual cepat, dan rasanya enak banget. Makasih Kak.",5
1320,Pengiriman cepat. Seller cepet tanggap. Barang kualitas oke banget. Pengiriman Instan mantap,5
1321,Respond cepat! Pembelian kedua hehe,5
1322,Rindu Bali 😅,5
1323,mantap....,5
1324,Produk sesuai deskripsi. Tanggapan dan pengiriman cepat. Sangat Recommended.,5
1325,Enak,5
1326,mantapp.. Respon toko cepat.. Expired nya jauh..,5
1327,Expired masih sebulan lgi,5
1328,Mantap lembut & lumer di mulut,5
1329,Thank's pia legongnnya enak,5
1330,"Pengiriman cepat padahal di peak season
Rasa semoga enak, kirim tuk hadiah",5
1331,kue enak.. pengiriman cepat,5
1332,Packingan rapih kue enak,5
1333,Pengiriman nya cepat,5
1334,LV is the best. Kuenya enak2 dan bervariasi. TRUSTED AND RECOMMENDED SELLER,5
1335,"Respon baik, packaging sangat rapi",5
1336,enak lapis legitnya..,4
1337,Enakkkkk,5
1338,Packing bagus & rasa enak,5
1339,packingan aman,5
1340,"enak, lembut",5
1341,"Terluv, gula dan kelapanya enak banget, ini kacau si enaknya. Bakalan order lagi, recommended banget",5
1342,"Enak banget gemblongnya. Ketannya lembut, gulanya medok",5
1343,"Gemblong terenak, recommended seller, pengiriman sangat cepat",5
1344,👍🏻👍🏻👍🏻,5
1345,enak pake banget,5
1346,"Enak bgt sih ini, ketannya jg empuk",5
1347,,5
1348,Good product good delivery,5
1349,Endul bgt,5
1350,Terenak,5
1351,kulit choipannya banyak yg hancur karena dan lengket satu sama lainnya,2
1352,Enak rasanya.. apa lagi sambelnya.. ngeklop bgt rasanya tp mgkn pas ambil harus ati2 krn kulitnya tipis.. overall ok smua..,5
1353,"Choi pan langganan sudah beli ber kali2. Memuaskan, enak, puas. 🙏👍",5
1354,mantab.sudah langganan,5
1355,Ehm choipan nya ya rasa choipan pada umum nya..biasa aja..terus dapat sambal nya sedikit padahal beli nya 40 biji..,3
1356,selalu enak,5
1357,Choipannya Enak! nyesel ordernya..kurang banyak. Pengirimannya juga cepat,5
1358,Enakkkk cpt kirimannya thx,5
1359,kualitas cukup baik dengan harga terjangkau,4
1360,So delish!,5
1361,sukak,5
1362,rasa n packing ok,3
