Review,Rating,Sentiment
enak bgt sih ini ketannya jg empuk,5,positive
good product good delivery,5,positive
endul bgt,5,positive
so delish,5,positive
sukak,5,positive
rasa n packing ok,3,positive
sepertinya kemasan kurang cocok utk pengiriman same day isinya jadi ikut tertekan2,3,negative
terlalu enak diatas ekspektasi pasti beli lagi utamanya yang vanilla jadi rebutan,5,positive
soesnya enak dan bakal repeat order,5,positive
hmmm awal pikir ini mirip2 beard papa eh ternyata lebih ke kue sus jadul gitu ok sih not bad but not to my liking lebih suka yang light,4,negative
tooopppp,5,neutral
vanilla enak bagian kulitnya original enak dalemnya rum terasa matcha krim bagian dalam terasa aroma jasmine greentea choco agak eneg,5,positive
min benyek kue nya tapi gpp lah untung rasa nya enak,4,negative
entah pembelian yg keberapa kali soalnya selalu pesen disini pengiriman and packing nya bagus banget yg sekarang pengiriman gosend selalu puas,5,positive
rasanya lumayan enak tp gak terlalu berasa wismannya isinya dikit,4,negative
ok banyak isinya cm mgkn krn pinggir dan tipis2 jd rasanya krg moist lbh suka lapis sby nya,4,negative
enak super rasanya,5,positive
secara pelayanan bagus responsif dan cpt diproses pengiriman jg bagus packingngya klo kualitas dan rasa krn ga tau lapis legit yg enak itu gmn jadi ya mnurut saya ini enak cuma emang agak overprice ya untuk pinggiran dikit bgt mending sekalian beli lapis monica di alfamart,4,negative
enak bgt dan lembut next order lagi,5,positive
lumayan kue nya pda nempel irisan nya tips bangat,5,negative
cake nya udah gosong paking ngasal,1,negative
pengiriman cepat packing lumayan mungkin karena pinggiran kue sedikit gosong rasanya sedikit pahit saya tidak menemukan beli 3 gratis 1 yg saya terima cuma 3 tp overall good lah,4,negative
sudah takdir beli kue zonk beli sebelum baca review pengiriman lama gambar dan produk yg dikirim beda rasa kue berminyak dan gak enak maafin ya tp saya hanya mau menyelamatkan org lain dari kekecewaan yg saya rasakan,1,negative
he hee enak,5,positive
enak cuma jgn berharap seperti di gambar yg penuh ya he he he,5,negative
ada bau yg anéh,3,negative
nggak enak parah sekali mau makan nya juga takut paraaahhhh,1,negative
ga sesuai dengan gambar soal rasa standar banget,1,negative
enak dan pengiriman cepat langsung habis ama anak2,5,positive
rasa nya itu loh ngangenin mantab,5,positive
enak sihh ini sblmnya aku udh pesen yg mahal di tk sblh trus penasaran apa di tokped ada yg jual mooncake ternyata kok ada yg hrgnya terjangkau dan review bagus jd aku sengaja beli lg mau compare ternyata rasanya jg ga kalah loh kata seller bestsellernya varian pandan dan kc merah jd aku beli yg varian pandan kc merah kc item telur asin dan durian telur asin aku plg doyan yg kc item dan duriannya kulitnya jg lmyn tipis jd isinya lbh berasa pengiriman jg cpt aku pesen malem bsk sore udh dikirim jd seneng deh nemu mooncake yg hrg terjangkau kalo kpn2 pengen bs beli lg disini nyoba yg varian lain,5,positive
mooncake nya enak nggak eneg seperti mooncake pada umumnya,5,positive
agak hancur ya dtg nya cemet tp rasa ok bgt rwcomended seller,5,negative
pengiriman cepat dan kualitas produknya memang memuaskan ini pesanan yang beberapa kalinya,5,positive
enak bangeet puas sama pelayanannya terima kasih kuenyaa,5,positive
ini mooncake enak parah sih dan good service bgt bungkusan nya jg dibuat bener2 aman padahal pengiriman ke jawa barat recommended,5,positive
enak bingiiitsss,5,positive
enak bgt rasanya,5,positive
enaakkk pengiriman cepet,5,positive
pesanan tiba cepat rasa enak kwalitas stabil murah hati dikasih sambelnya 2 plastik,5,positive
udah ini enak titik no debat yang bengkoang ya,5,positive
puasss skl enak coipannya sambelnya dikasih banyak inisdh kali ke 3 pesan sm toko ini,5,positive
maknyooossssse,5,positive
mantap ini,5,positive
baru tau ada di tokopedia langsung order kerennnnn banget deh order tgl 4 tengah malem di respon sama adminnya tgl 5 dikirim dan barusan nyampe tgl 6 ini mah masuknya sehari aja padahal semarang depok packing rapih bangettt mochi aman ga berantakan untuk rasa yah udh terkenal enak dari dulu makasi moachi gemini sukses terus,5,neutral
terima kasih pengiriman cepat seller komunikatif produk enak,5,positive
moachi nya enaaak sampai langsung abisss,5,positive
selalu puas belanja disini pengiriman 1 hr sampek padahal pake free ongkir seller ramah,5,positive
mantaplah rasanya respon sellernya cepat pengiriman super cepat 1 hari sampai dari semarang ke tangerang,5,positive
akhirnya sampe juga terimakasih,5,neutral
cs ramah pengemasan cepat begitu juga pengiriman sehari sampai dengan bebas ongkir dari semarang surabaya pengemasan aman dan rapi kemasan mochi juga dalam plastik vakum expired date msh seminggu lagi saya sarankan pesan yg oreo,5,positive
keren kmrn pesan hari ini sudah sampai thx you,5,neutral
pengiriman cepat 1hari sudah sampai thanks ya seller next order lagi,5,positive
packaging rapi dan aman tidak penyok isi aja kebalik2 mgkn krn pengiriman rasa selalu enak,5,positive
mantap makasih,5,neutral
manis manis enak,5,positive
thanks gan pesen hari itu langsung dikirim,5,neutral
orderjumat sore minggu siang sdh sampai padahal jauh pie susu kacang fresh packingnya aman sellernya baik rekomend order di toko ini,5,positive
belum 2 hari udah abis mantul,5,positive
barang ok produksi baru pengiriman cepat cuma sayang dari kurir nya handle nya agak kurang mungkin pie nya agak hancur jadi nya,5,negative
mantaaapp,5,neutral
seller nya good respon fast delivery padahal aku pake yg bebas ongkir pesen tgl 15 sampe 18 dr denpasar ke bekasi produk sudah pasti okeh makasih yaaaa,5,positive
pesanan dah sampai dikirim tanggal produksi terbaru,5,positive
pengirimannya cepat meskipun pake free ongkir,5,positive
produk telah diterima dengan baik terimakasih,5,neutral
kurang 1,3,neutral
deliverynya cepat sekali packing rapi harga reasonable,5,positive
enaaaak uda pesanan ke sekian kali dan selalu sukaa sama pelayanan toko ini fast respon barang sesuai deskripsi really recommended seller,5,positive
brng ditrima keadaan baik cepat respon dan pengiriman jg cepat smg aja rasa nya enak trima ksh seller,5,positive
blm dicoba,5,neutral
eunakkk,5,positive
gilakkk enak deh ketannya pulen babinya endul lengkap dngan temen2nya hioko lapchong uda gk bs berkata2 sorry yahgua mo ngabisin dulu,5,positive
pesanan diterima dalam keadaan fresh dan dikemas dg rapi sangat bersih dan aman sangat recomended,5,positive
ukuran besar paket tiba ontime pakaging sgt baik,4,positive
enak isi melimpah pengiriman ke luar pulau aman,5,positive
enak benerrr harga gak bs boongg worth it beneran deh ini super enak,5,positive
enaakkk,5,positive
barang sesuai iklan dan dikirim dlm waktu yg baik,5,positive
suka suka suka mao order lg kalo udah abis enak fresh sampe dengan aman krn di vakum proses buatnya cepet seller ramah all good,5,positive
suka banget bakal order lg,5,positive
pesanan sudah sampai dan rasa nya mantab thx gan,5,positive
enak bolunya ga kalah dgn yg beli di medan dan ini kejunya ga pelit,5,positive
ga pernah bosen pesen truss seller bae bener pengiriman slalu tepat dan rasa kue slalu enak lembut,5,positive
kulit bolunya mantap moistt yg rasa keju wenakkk,5,positive
respon dan pengiriman cpt kualitas ok recomen bgt,5,positive
bolunya agak lebih kering dari yg sebelumnya saya beli sih tapi filling nya oke ga pelit,4,positive
order yg kedua kali tp bkn buat sy kt yg dikasih enak bolgul,5,positive
selalu enak buat ngopi pagi hari,5,positive
mantaaa aaappp,5,neutral
terima kasih barang sdh diterima dengan baik,5,positive
dua hari sampai jogja tangerang aman langsng msk kulkas terimakasih seller,5,positive
coba gak dichat gak tau deh dikirim kapan proses pengemasan cukup lama sampe 3 hari pengemasan tanpa bubble wrap untung tidak penyok,4,negative
entah antri karena mendekati lebaran atau apa proses pengemasannya sampe 2 hari itu aja di chat duluan kalo gak dichat siapa yg tau dikirim kapan,4,negative
pesanan diterima dengan amat baik packingan aman dengan kardus dan segel fragile food delivery adminnya ramah sukses buat adminnya dan tokonya terima kasih banyak,5,positive
packing rapi iya meski agak sedikit bekas ketumpuk2 pengiriman cepat nyampe 3 hari dan masih ada sisa menjelang exp,5,positive
pengiriman agak lama,3,negative
anak suka banget,5,positive
pengiriman cpt mksh sdh diterima sm kerabat,4,neutral
katanya fresh order tgl 6 dikirim tgl 7 sampe tgl 8 expired tgl 9 gila kali suruh nelen sehari,1,negative
tetep enak walapun penyok karena pengiriman,5,negative
pengemasan sebenarnya rapi pake kardus kartika sari tp ntah kenapa banana rollnya berantakan,4,negative
hari ini sampai besok sudah tanggal exp coklat meleleh kemana2 rasanya pun sudah sedikit asam seperti basi,3,negative
terima kasih ya pesananku udah sampe nihh baru dibuka satu udah langsung di foto,5,neutral
masih enak seperti dulu tapi sayang terkocok waktu pengiriman jadi gepeng gepeng,5,negative
sayang kemasannya agak penyok tapi overall is good ga merubah rasa krn dimakan sendiri kecuali klo mau kasih ke orang kurang enak aja klo penyok kemasannya thankyou,5,negative
enak banget khas caikue pontianak seller ramah recommended banget lah,5,positive
enak dan ada bawa goreng nya wangi,5,positive
rasanya enak next order lagi tks,5,positive
pelayanan nya cepat penjual responsif,5,positive
beli untuk temen2 kantor katanya enaaaak thanks seller,5,positive
enak choipannya sy lebih suka yg bengkoang tp overall semuanya enak,5,positive
enakkk kulit choipan nya tipis isinya banyak,5,positive
belom dicoba tapi keliatannya enak dan besar2,5,positive
choipan tiba dengan kondisi perfect tidak berantakan untuk rasa sesuai dengan yang ditulis di note dan setelah dicoba beh mantulllll banget nih isian padat tekstur kulitnya mantap betul ngak salah deh beli segini banyak untuk pengiriman sangat cepat hahahahahaha terima kasih seller,5,positive
choipan udah sampai belum dicoba karena buat buka puasa semoga rasanya sesuai dengan harapan terima kasih pengiriman lumayan cepat,5,positive
kecewa sama pelayanannya kali ini aku tulis minta tolong dianter pagi tp dianter sore minta buat yg ramadhan edition dikirim yg edisi biasa jd ga dapet ramadhan card samsek kaya ngasih brownies biasa bukan hampers kl mau cepet katanya di dm ig tp di ig dibales lewat tokped kl mau cepet padahal wkt pertama kali beli suka sm pelayanannya tp kok gini,4,negative
gemeshhh bgtdpt 2 paperbag ma kartuny,5,neutral
tdk terlalu manis chewwy enak beli utk small hampers natal dsn utk sendiri so nice packagingnya plus bonus card natal,4,positive
penjual responsive pengiriman cepat packaging aman sy suka cookiesnya uenaakkk tp sy cuma suka yg rasa original lotus biscoff yg lain kemanisan mnurut sy kalo yg original enaakkk bngt uda order berkali2,5,negative
yummy sesuai fotonya team store excellent,5,positive
enak bgt cookiesnyaa sukaaaaa ud repeat order hehehe,5,positive
ini enak makasih ya seller,5,positive
enaaaaaaaaaaaaaaaak,5,positive
enakkkkk bgt n cepet bgt top thank you sis,5,positive
gedeee bangett rasanya juga sesuai ekspektasi enak deh pokoknya,5,positive
kuenya beneran enak lembut renyah sellernya juga ramah banget uda pasti bakal ro lagi,5,positive
mantulll polll,5,positive
cpt responnya lgsg dikiri tks mudah2an enak,5,positive
enakkkkkk bisa langganan,5,positive
mantabs keren pelayanannya ok banget,5,positive
enak juga nastar nya rekomendasi ini,5,positive
packingnya bagus pengiriman aman rasa biasa saja enak tapi nggak banget so so lah,5,negative
trima kasih uda sampai,5,neutral
lumayan menurut saya terlalu manis,5,negative
kuenya lumayan enak empuk meski bukan wisman krn susunya berasa manisnya juga pas cuma hrgnya agak dikurangi biar bs beli2 terus atau buat dijual lagi mksh,4,negative
enakkkkkkkkkkkkkkkkkkkkkkkkkkk,5,positive
sangat bagus penjual nya sangat ramah dan responsive sekali,5,positive
yaass pienya sampai tujuan dgn selamat packing rapi pake bubblewrap jadi aman thanks a bunch yaaa bli,5,positive
kurang fresh keliatan sudah lama,3,negative
packing aman banget pia nya masih fresh kerasa respon penjual ramah dan baik banget harga paling murah bintang 7 deh kalo bisa,5,positive
tq seller ramah n responsif banged pengiriman super cepat packaging aman tq,5,positive
informative pelayanan ramah dan pengiriman cepat,5,positive
barangnya oke kayanya original cuma pas nyampe dah kurang bagus kondisinya hehehe tapi masih okelah,4,negative
cepet bgt sampai nya makasih seller sukses terus,5,positive
mantaps packing super amannnn rasa pasti oke sampai bandung dgn kondisi baik,5,positive
seller super responsive thank you,5,positive
sampainya agak hancur sih cuma mungkin wajar yah pengiriman luar kota thanks seller dan pak kurir,5,negative
puas banget dikirim udh di kasih buble dan kardus jd aman cm karena pesen dah mau lebaran jd lama di ekspedisi,5,positive
respon penjual cepet bgt barang sampai tepat waktu mantab sip,5,positive
barangnya aman dan baik tetapi tanggal expired tidak ada mohon selanjutnya dicantumkan,5,negative
akhirnya yg di tunggu datang dah kek nunggu kepastian aja nunggu paket ini haha,5,neutral
agak kecewa karena lama sampainya tgl expired nya hari ini pula ketika paketnya sampai jadi sedih,4,negative
pesan sabtu hr selasa br smpe pdhl jogja pwrjo ga dekat barng dua produk agak hancur,4,negative
kurir entaraja super lelet barang telat jadi kondisi udah kurang enak,4,negative
pengirimannya lambat takut exp dijalan,3,negative
ori,5,neutral
paket sudah sya terima dgn baik dan sesuai keinginan terima kasih buat tokopedia dan seller jga buat kurirnya,5,positive
oo,5,neutral
seller nya fast respon pengiriman nya juga cepat best lah,5,positive
alhamdulillah pesanan kuenya sudah sampai mudah2an rasanya enak pengiriman lumayan cepat terima kasih untuk semuanya,5,positive
respon penjual cepat,5,positive
isi toples sedikit,4,negative
alhamdullah paket dtang dengan mulus,5,positive
bukan saya yang makan pacar saya tapi saya yang checkout,5,neutral
barang udh smpe dengan selamat paking rapi pake plastik bubble pengiriman cepat seler responsip,5,positive
capat dan tepat thank you kaka,5,positive
diterima dengan kondisi baik cepat sampai alhamdulillah puas belanja disini sellernya ramah,5,positive
pengiriman cepat packing rapiaman daaaan bakpianya enak bangett expdate masi lama mantavvv pokonya mah makasi banyak seller,5,positive
packing rapi dan aman seller responsif dan ramah,5,positive
respon ok matur suwun,5,positive
paket keterima dg baiik proses nya cpt seller sangat ramah dn bakpia msh fresh trmksh byk kak sukses selalu ya toko ini rekomended yaa,5,neutral
enak dan cepat sampai terimakasih,5,positive
pancking rapi jadi tdk hancur bakpianyaa pokoknya toko ini the best,5,positive
pesanan diterima dengan baik seller responsif terima kasih,5,positive
sedih banget beli 2 pax tapi kok ga diliat expirednya kak padahal lagi mau bgt bakpia pas mau dimakan udah expired udah rusak bakpianya tolong diperhatiin tanggalnya kak sebelum dikirim,3,negative
cemilan terfavorit nya krucil kirim lsg dari yogya expired nya 5hari,5,neutral
cepat sampai wrapping aman dan memuaskan thanks seller,5,positive
matabbzz pokoknya,5,positive
pelayanannya ramah dan cepaat,5,positive
komplain saya gak direspon saya gak mau duit kembalikan kenapa tidak dikirim sisanya yg kurang,3,negative
paket diterima dengan baik tanpa rusak dan sesuai ekspetasi terima kasih,5,positive
barang diterima sesuai packing oke harga oke namun agak lama dipengiriman namun kue masih fresh enak lembut oke thanks,5,negative
makasih kak spikoenya udah sampai cepet banget padahal pakek ekspedisi reguler terpercaya insyaallah akan order lagi lain waktu,5,positive
cepat aman ramah,5,positive
terima kasih sampai dg selamat,5,neutral
respon seller gercep hanya packing langsung memakai dus kuenya sehingga spikoe nya mblesek ketekan sehingga agak gepeng dan lebih padat pengiriman sicepat memang cepat,5,negative
barang sudah sampai dengan baik dan cepat yaaaa,5,positive
kue masih fresh oke,5,positive
kue favorit buat oleh2 dari surabaya pelayanan cepat nggak repot2 lagi kalo pas pengen bisa pesan disini,5,positive
seller ramah dan pengiriman cepat banget surabaya ke tangerang sukses selalu buat seller next order lagi,5,positive
beli hari rabu jumat dah samp jkt oke bangett,5,neutral
diterima dalam keadaan baik kedatangan sesuai deskripsi,5,positive
belum dicoba,5,neutral
packing rapi tidak pecah bentuk penampilan mantap semoga rasa nya jg mantap blm dicoba sih,5,positive
ancur bgtu smpe,1,negative
enakkkkkk bgt pas rasanyaaaa sukakkkkk,5,positive
nastarnya lumayan enak dgn hrg segitu paking bagus rapi bublerapnya tebal sayang kurirnya anterajasangat kurang ajar brg lgsg dilempar kedalam melewati pagar rmh yg tinggi lsg pergi,5,negative
sangat puas kuenya aman semua alhamdulillah,5,positive
alhamdulillah nastarnya sudah diterima dg baik nastarnya enak harga terjangkau kesukaan suami penjual ramah amanah jangan ragu beli disini,5,positive
enaaaak bangeeettt lembuutt nanasnya gak pelit lagi kasih nya mau pesen ahh buat lebaran,5,positive
enak rasanya pas gak repot langsung makan bt lebaran mau order lg thx u,5,positive
packing bagus brg sesuai deskripsi expired masih agak lama,5,positive
seller responsif exp masih lama barang sesuai ga ada yg remuk pakai gosend will repurchase,5,positive
pesanan sesuai thanks,5,positive
fast respon rasanya juga enak pengemasannya juga menggunakan double wrapping terima kasih yaaa,5,positive
mantaaabbb sesuai spec and seller responsive thanks kaaaaak,5,positive
cept sampai cuman ya harga nya lebih maahal,5,negative
sdh terima sesuai pesanan,5,positive
enak rasanya renyah coklatnya kruncii recomended lah pengantaran jg cepat shg makanan fresh kita terima,5,positive
ori tpi sayang packingnya kurang aman jdi sebagian penyok,5,negative
pengiriman cepat pakai kardus dan bubble wrap mantap,5,positive
sudah repeat order berkali kali dan selalu memuaskan pokoknya sukses terus ya,5,positive
seperti biasa selalu puas belanja disini sukses terus ya kak,5,positive
paketnya sdh sampai dgn selamat terima kasih yaa,5,positive
ukuran kecil rasa biasa aja,3,negative
ga perlu ke malang kalo kangen pia enak ini bungkusnya rapi ngirim cepat dan barang fresh banget serasa belanja sendiri ke malang,5,positive
all good packaging taste delivery services thanks a lot,5,positive
exp nya sama dengan yg 2hr lalu pesan gpp deh yg penting sampai dgn selamat,4,negative
enak bangettt inii,5,positive
kirain isinya sama 250gram eh yg hokaido isi nya cuma 100gr bukan 250gr,3,negative
pesanan sudah sampai dan tidak mengecewakan,5,positive
barang diterima dengan baik thank you seller,4,positive
cepet sampe nya,5,positive
aaaaaaa seneng banget dapet ㅠㅠ terimakasih dan sukses selalu seller,5,neutral
agak hambar tapi enak ringan banget gak kaya kue biasanya,4,negative
untuk kedua kalinya pesen cookies ini jujur buat orang yg lagi jaga pola makan dan jaga gula seperti aku cookies ini cocok banget untuk di jadikan cemilan di saat laper,5,positive
enak cookiesnya pengiriman cepat dan aman,5,positive
fast respon packagingnya bagus banget barang sampai tepat waktu tks banyak,5,positive
enakk bangettt sukaa packaging nyaa juga baguss siii harganya segitu termasuk murah cookies nya lembut,5,positive
enak bgt kuenya,5,positive
cookiesnya enak,5,positive
produknya servicenya terutama puaaass bangeett,5,positive
baguss sukaa,5,positive
cepet bgt sampe kaget thank you ya kak,5,positive
enaaak coklatnya enak chewy nya dapet manisnya pas sih kalau di aku,5,positive
enak banget super worth the price bakal pesen lagi,5,positive
packing juara bgt makasih gan,5,positive
responsif sellernya aman belum dicoba si hehe tapi packagingnya aman makasii seller,5,positive
proses cepat saya pake buat susulan parsel terkejar packing aman bgt sampe dalam kondisi mulus thanks seller sukses ya,5,positive
kue mantap n seller responsif kurir anter aja sudah tau roti maen lempar aja,5,negative
rasanya lumayan tapi menurut sy wysmannya ngga terasa lbh ke rasa nanasnya karna filling nanas lbh byk,4,negative
penasaran sama nastar wisman ternyata mank enak paduan rasanya dapet semua baru dibuka ngga lama abis ma bocah untuk packing super aman dan rapi trims ya toko kriuk jaya next order lagi,5,positive
uenaaakk tenanrespon n pengiriman cepat packing aman,5,positive
fast respon pengiriman cepat packing aman mendarat dgn selamat dan ga remuk blm dicoba semoga enak nanti 1 bintang menyusul,4,positive
kurang maknyuss,2,negative
fast accurate as described recommended aaa seller,5,neutral
my fav cookies,5,neutral
choco cookie yg lekker banget sayang sy salah pilih toping pilih rock salt jd ada asin2 gitu next pasti order lg dg toping yg lain,5,negative
uenake poll akan repeat order,5,positive
edannnnnn bgtttt enak sekali seller ramah dan responsif makasih banget bonusnya sukses terus ya,5,positive
seller ramah pelayanan maksimal,5,positive
really good quality and premium dark chocolate cookies must try,5,positive
sudah pernah beli sblmnya enak dengan apel yg manisnya pas,5,positive
selalu enak rekomended,5,positive
respon toko ok kurir lelet sameday 12jam,4,negative
enak tp ukurannya imut 15x8 cm sekali lahap habis deh,5,negative
semua item sesuai orderan seperti biasa selalu prosesnya cepat packing dan kirim rapi untuk rasa dan kualitas rotinya keluarga kita cocok chewy tp lembut teksturnya challa selalu masuk item yg diorder setiap belanja di sinu thaaanks n sukses selalu,5,positive
kuenya enak dan berkualitas harganya pun lumayan murah proses dan pengiriman juga cepat pokoke oke,5,positive
selalu enak manisnya pas pastry nya sesuai dgn selera saya wanginya menggoda,5,positive
enaakkk bgt wangiiinyaa menusukk dihidung menggugah wanginya lembuutt enaakkk bangeett suksessss yah grandpas store di jakbar,5,positive
selalu puas belanja pia di sini thankyou ya,5,positive
cepat responnya mantap,5,positive
thankyou gan,5,neutral
thankyou gan selalu langganan di sini,5,neutral
diterima sesuai pesanan respon seller baik dan proses pengiriman cepat,5,positive
wah mantap ini orisesuai aplikasi di kemas sangat baik ya pakai bubble dan dus pengirimnya juga baik bagus aman re order lagi,5,positive
selalu puas blj disini pengiriman cepat good seller,5,positive
top bintang berbicara,5,neutral
udah dua kali order disini emang suka banget sama pia mangkok udah lama ga ke malang jadi beli online wkwk,5,positive
alhamdulilah paket sudah sampai tidak ada damage sama sekali ada bubble wrap tebal juga plus dapat photocard bangtan terimakasih seller terimakasih tokopedia,5,positive
dari toko nya pengiriman barang baik dan kemasan aman barang sangat baik sesuai dg gambar dan nilai bermanfaat nya lebih tinggi dari harganya saya pasti belanja lagi umi jember,5,positive
produk diterima dengan baik dan aman expired masih lama,5,positive
tumben ini x agak cepet pengiriman nya semoga seperti ini pengiriman nya cepat,5,positive
terima kasih tokopedia packaging super rapi dan pengiriman super cepat akhirnya sampai hari terakhir event masih bs dpt pc bts thankyou,5,positive
biar bintang yg berbicara hehehe pokoo nya puas,5,neutral
saya tidak ada masalah dengan kualitas barangnya yang membuat saya kecewa adalah alur kerja dari tokocabang yang tidak bisa membatalkan pesanan sesuai penjelasan admin udah gitu adminnya sendiri jarang baca chat padahal sering online seharusnya 1 kalau memang tokocabang tidak bisa membatalkan pesanan harus ada notifikasi khusus di tokopedianya 2 admin harap lebih sering merespon chat terutama jika ada kasus2 seperti ini gimana kalau pesanan harus batal karena alamatnya salah apa iya tidak bisa dibatalkan juga kok jadi ribet ya dengan adanya tokocabang,1,negative
enak cakenya dapat pc yeay,5,positive
barang sampai dengan selamat dapet pc bangtan juga siip terimakasih seller,5,positive
sesuai pesanan cepet banget kemarin pesen hari ini sampe makasihh,5,positive
order ke sekian kalinya selalu puas belanja disini harga lebih murah packing rapi pengiriman cepat rekommended seller,5,positive
enak renyahpackingnya rapi aman banget sangat puas,5,positive
alhamdulillah dapet pc bts puas bgt sama pelayanan tokonya fast respon paketnya aman rapih trus cepet bgt nyampe pesen kemaren skrg udh nyampe btw cookies nya enakkkk,5,positive
pengiriman cepat packing super aman,5,positive
produk ok lain kali kalau serahkan barang ke kurir jangan terlalu malam karena sampainya ke penerima jadi molor 1 hari,5,negative
1 kotak kardus pengiriman tidak ada tanda stiker makanan jadi kurir tidak hati hati dan pengiriman dengan cara di lempar ke pagar 2 pemesanan pengiriman hingga diterima membutuhkan 4 hari padahal sudah bayar untuk pengirman express,3,negative
sdh minta expired datenya lamaan ini tinggal 2 hari lg kadaluarsa dr paketnya sampai gimana sih mba sy sdh pesen di catatan,3,negative
tepat waktu pengirimannya kemasan siip,5,positive
kurang kering,4,negative
cheese roll sampai dengan selamat tidak hancur rasanya enak,5,positive
chesse roll kesenangan anak2 aku kl kita ke bandung pasti mampir ke kartika sari buat beli oleh2 makasih ya ks paketnya udah di trima,5,positive
alhamdulillah aman,5,neutral
cepat sampai dengan baik,5,positive
ga ngerti lagi enak banget,5,positive
parah enak banget gangerti lagi sea saltnya itu lovs bgttt,5,positive
enakkk bgt bgtttt,5,positive
selalu puas dengan cookies favorite ku bukan cuma enak aja tapi enak banget ditambah seller ramah dan respond cepat dijamin ro teruuussss,5,positive
too sweet tp tekstur cookies nya ok,2,positive
udah coba yg ini rasanya enak hanya manis banget yang lainnya masih blom coba,4,positive
respon cepat sangat ramah sesuai pesanan dan higienis nyambung dengan namanya endorphins jadi cookies nya manis bagi saya sedikit terlalu manis tapi wangi matcha nya dapet garam nya buat cookies nya jadi tidak biasa,5,positive
enaaaaaaak bingiiiit,5,positive
mantepp bgt enak bgt,5,positive
udah agak remuk2,2,negative
packingannya tipis,3,negative
barang sesuai tpi packingnya krg baik shg isinya ancur,4,negative
respon cepat barang mulus sesuai deskripsi thx ya,5,positive
selalu puas beli disini,5,neutral
rasanya sedap,5,positive
produk dan layanan ok banget thanks ya,5,positive
rasanya mantul,5,positive
dua2nya pecah chat seller katanya mau diganti tp ditunggu sampai hari ini gak ada padahal ud langganan disini klo pas sincia,2,negative
senang kuenya sudah datang masih lembek mudah2an rasanya enak terima kasih,5,negative
ok cpt pengirimannya,5,positive
trimaksh kue nya sdh sampe kmrin maaf telat kue ny enak manis biarpun agak lengket sukses sllu,5,negative
barang sesuai deskripsi seller cepat tanggap terima kasih,5,positive
pengirimman di packing rapi dan admin ny juga ramah thx seller,5,positive
paket datang sesuai pesanan bintang yang bicara,5,positive
selain saya sengaja gunakan kotak kalau dilihat dari packaging bubble wrap juga lumayan tebal akan tetapi kenapa produknya di dalam bisa terbelah dan tidak hanya satu tapi keduanya padahal kotaknya baik baik saja jadi ragu akan higienisnya kalau seandainya memang dari awal sebelum packaging sudah seperti ini keadaannya yaitu terbelah terbuka dgn kondisi plastiknya pecah besar kemungkinannya di bagian terbuka tersebut bisa terkontaminasi sesuatu not recommended sudah ikuti saran anda buat chat tapi jangankan anda respon sengaja niat untuk dibaca saja enggak dari 22 feb s d hari ini 4 maret 2021 jadi jangan cuma buat modus seolah kalian perduli dilihat buyer atau calon buyer lain di jawaban review saya ini padahal gak ada itikad baiknya sama sekali kalau kalian merasa diuntungkan oleh review yang baik jangan dijadikan pembenaran untuk seperti ini saya beli hanya dua dan sengaja pilih pakai kotak supaya terjamin kualitasnya jangan kalian pikir cuma nilai transaksinya 35 ribu konsumen gak akan komplain saya juga gak minta uang balik tapi minta penjelasan yang jujur transparan bukan ngomong doang,1,negative
luar biasa enak seperti biasanya,5,positive
sy suka banget,5,positive
sellernya baik packingnya rapiii dan yg pasti rasa cookiesnya enaaaakkkkk suka suka suka,5,positive
paking rapih fast respon pengiriman cepat sukses sll,5,positive
paket sdh sampai dgn aman packing rapi bgt pk box dikemas satu satu recommaded thx seller toped dan kurir,5,positive
klo mau sampai dg aman sentosa pakai tambahan bubble wrap krn setiap cookie akan di wrap dg bubble satu persatu hanya 2 rb tp aman tdk ada yg remuk utk tekstur sesuai dg namanya soft cookie lembuutt utk rasa uenaaakk varian ini the best utk lidah saya love it harga muraaahh bingiiittsss harga kaki lima rasa bintang lima,5,positive
rasa sesuai harga,4,positive
cookies udah datang enak gan bahan bikin cookies kualiti bagus makasi gan,5,positive
paket sampai dengan selamat walau sudah pakai 1 day service juga sudah double bubble wrap di dalem juga di luar oleh seller masih aja bubuk wkwkwk tpi enak sih,5,positive
enak tp hancur semua,5,negative
seller respond cepat pengiriman pun cepat,5,positive
beli 4 tapi 1 remuk dikit 1 remuk aga parah tp gpp lah masih bisa dimakan masih enak hahaha namanya jg uda kangen,4,negative
order kedua kalinya enak sih suka green tea dan originalnya sukses terus,5,positive
rasanya enak dan sampai dengan aman pakai gojek sameday,5,positive
almondnya renyah,5,positive
keren pengirimannya cepet sampe semoga kuenya enakkk,5,positive
dari 3 kotak 2 kotak isinya hancur,3,negative
respon pengiriman paket aman sampai rmh mksh seller n abang gosendnya,5,positive
belom nyicipin masih puasa semoga enak,5,neutral
gapernah mengecewakan,5,positive
barang dampai sesuai pesanan trims,4,positive
enak packing aman puas,5,positive
enak packing bagus puas,5,positive
packing rapih dan aman,5,positive
sip rasanya harga kd pelayanan baik pengiriman cepat packing dg kabel ties suka thxu,5,positive
fast response fast delivery jempolsss,5,positive
insyaallah bermanfaat seller amanah,5,neutral
sukakk langsung sampe baru pesan,5,positive
enak kuenya cepat diantarkan dan aman sampai tanpa rusak kuenya terima kasih yaaaa,5,positive
mantaaappss,5,positive
